"ID";"GebruikVanGeweld";"SoortDiefstal";"RegioS";"Perioden";"TotaalGeregistreerdeDiefstallen_1";"GeregistreerdeDiefstallenRelatief_2";"GeregistreerdeDiefstallenPer1000Inw_3";"TotaalOpgehelderdeDiefstallen_4";"OpgehelderdeDiefstallenRelatief_5";"RegistratiesVanVerdachten_6"
"155812";"A048105";"CRI1122";"GM0329";"2014JJ00";"";"";"";"";"";""
"155813";"A048105";"CRI1122";"GM0329";"2015JJ00";"";"";"";"";"";""
"155814";"A048105";"CRI1122";"GM0329";"2016JJ00";"";"";"";"";"";""
"155815";"A048105";"CRI1122";"GM0329";"2017JJ00";"";"";"";"";"";""
"155816";"A048105";"CRI1122";"GM0329";"2018JJ00";"";"";"";"";"";""
"155817";"A048105";"CRI1122";"GM0329";"2019JJ00";"";"";"";"";"";""
"155818";"A048105";"CRI1122";"GM0329";"2020JJ00";"";"";"";"";"";""
"155819";"A048105";"CRI1122";"GM0329";"2021JJ00";"";"";"";"";"";""
"155820";"A048105";"CRI1122";"GM0809";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155821";"A048105";"CRI1122";"GM0809";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155822";"A048105";"CRI1122";"GM0809";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155823";"A048105";"CRI1122";"GM0809";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155824";"A048105";"CRI1122";"GM0809";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155825";"A048105";"CRI1122";"GM0809";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155826";"A048105";"CRI1122";"GM0809";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155827";"A048105";"CRI1122";"GM0809";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155828";"A048105";"CRI1122";"GM0809";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155829";"A048105";"CRI1122";"GM0809";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155830";"A048105";"CRI1122";"GM0809";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155831";"A048105";"CRI1122";"GM0809";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155832";"A048105";"CRI1122";"GM0331";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155833";"A048105";"CRI1122";"GM0331";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155834";"A048105";"CRI1122";"GM0331";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155835";"A048105";"CRI1122";"GM0331";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155836";"A048105";"CRI1122";"GM0331";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155837";"A048105";"CRI1122";"GM0331";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155838";"A048105";"CRI1122";"GM0331";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155839";"A048105";"CRI1122";"GM0331";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155840";"A048105";"CRI1122";"GM0331";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155841";"A048105";"CRI1122";"GM0331";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155842";"A048105";"CRI1122";"GM0331";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155843";"A048105";"CRI1122";"GM0331";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155844";"A048105";"CRI1122";"GM0024";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155845";"A048105";"CRI1122";"GM0024";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155846";"A048105";"CRI1122";"GM0024";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155847";"A048105";"CRI1122";"GM0024";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155848";"A048105";"CRI1122";"GM0024";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155849";"A048105";"CRI1122";"GM0024";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155850";"A048105";"CRI1122";"GM0024";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155851";"A048105";"CRI1122";"GM0024";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155852";"A048105";"CRI1122";"GM0024";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155853";"A048105";"CRI1122";"GM0024";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155854";"A048105";"CRI1122";"GM0024";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155855";"A048105";"CRI1122";"GM0024";"2021JJ00";"";"";"";"";"";""
"155856";"A048105";"CRI1122";"GM0168";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155857";"A048105";"CRI1122";"GM0168";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155858";"A048105";"CRI1122";"GM0168";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155859";"A048105";"CRI1122";"GM0168";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155860";"A048105";"CRI1122";"GM0168";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155861";"A048105";"CRI1122";"GM0168";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155862";"A048105";"CRI1122";"GM0168";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155863";"A048105";"CRI1122";"GM0168";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155864";"A048105";"CRI1122";"GM0168";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155865";"A048105";"CRI1122";"GM0168";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155866";"A048105";"CRI1122";"GM0168";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155867";"A048105";"CRI1122";"GM0168";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155868";"A048105";"CRI1122";"GM0333";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155869";"A048105";"CRI1122";"GM0333";"2011JJ00";"";"";"";"";"";""
"155870";"A048105";"CRI1122";"GM0333";"2012JJ00";"";"";"";"";"";""
"155871";"A048105";"CRI1122";"GM0333";"2013JJ00";"";"";"";"";"";""
"155872";"A048105";"CRI1122";"GM0333";"2014JJ00";"";"";"";"";"";""
"155873";"A048105";"CRI1122";"GM0333";"2015JJ00";"";"";"";"";"";""
"155874";"A048105";"CRI1122";"GM0333";"2016JJ00";"";"";"";"";"";""
"155875";"A048105";"CRI1122";"GM0333";"2017JJ00";"";"";"";"";"";""
"155876";"A048105";"CRI1122";"GM0333";"2018JJ00";"";"";"";"";"";""
"155877";"A048105";"CRI1122";"GM0333";"2019JJ00";"";"";"";"";"";""
"155878";"A048105";"CRI1122";"GM0333";"2020JJ00";"";"";"";"";"";""
"155879";"A048105";"CRI1122";"GM0333";"2021JJ00";"";"";"";"";"";""
"155880";"A048105";"CRI1122";"GM1671";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155881";"A048105";"CRI1122";"GM1671";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155882";"A048105";"CRI1122";"GM1671";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155883";"A048105";"CRI1122";"GM1671";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155884";"A048105";"CRI1122";"GM1671";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155885";"A048105";"CRI1122";"GM1671";"2015JJ00";"";"";"";"";"";""
"155886";"A048105";"CRI1122";"GM1671";"2016JJ00";"";"";"";"";"";""
"155887";"A048105";"CRI1122";"GM1671";"2017JJ00";"";"";"";"";"";""
"155888";"A048105";"CRI1122";"GM1671";"2018JJ00";"";"";"";"";"";""
"155889";"A048105";"CRI1122";"GM1671";"2019JJ00";"";"";"";"";"";""
"155890";"A048105";"CRI1122";"GM1671";"2020JJ00";"";"";"";"";"";""
"155891";"A048105";"CRI1122";"GM1671";"2021JJ00";"";"";"";"";"";""
"155892";"A048105";"CRI1122";"GM0263";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155893";"A048105";"CRI1122";"GM0263";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155894";"A048105";"CRI1122";"GM0263";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155895";"A048105";"CRI1122";"GM0263";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155896";"A048105";"CRI1122";"GM0263";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155897";"A048105";"CRI1122";"GM0263";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155898";"A048105";"CRI1122";"GM0263";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155899";"A048105";"CRI1122";"GM0263";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155900";"A048105";"CRI1122";"GM0263";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155901";"A048105";"CRI1122";"GM0263";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155902";"A048105";"CRI1122";"GM0263";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155903";"A048105";"CRI1122";"GM0263";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155904";"A048105";"CRI1122";"GM1641";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155905";"A048105";"CRI1122";"GM1641";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155906";"A048105";"CRI1122";"GM1641";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155907";"A048105";"CRI1122";"GM1641";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155908";"A048105";"CRI1122";"GM1641";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155909";"A048105";"CRI1122";"GM1641";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155910";"A048105";"CRI1122";"GM1641";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155911";"A048105";"CRI1122";"GM1641";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155912";"A048105";"CRI1122";"GM1641";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155913";"A048105";"CRI1122";"GM1641";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155914";"A048105";"CRI1122";"GM1641";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155915";"A048105";"CRI1122";"GM1641";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155916";"A048105";"CRI1122";"GM0556";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155917";"A048105";"CRI1122";"GM0556";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155918";"A048105";"CRI1122";"GM0556";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155919";"A048105";"CRI1122";"GM0556";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155920";"A048105";"CRI1122";"GM0556";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155921";"A048105";"CRI1122";"GM0556";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155922";"A048105";"CRI1122";"GM0556";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155923";"A048105";"CRI1122";"GM0556";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155924";"A048105";"CRI1122";"GM0556";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155925";"A048105";"CRI1122";"GM0556";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155926";"A048105";"CRI1122";"GM0556";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155927";"A048105";"CRI1122";"GM0556";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155928";"A048105";"CRI1122";"GM0935";"2010JJ00";"       5";"       0";"       .";"       0";"     0.0";"       5"
"155929";"A048105";"CRI1122";"GM0935";"2011JJ00";"       5";"       0";"       .";"       0";"     0.0";"       5"
"155930";"A048105";"CRI1122";"GM0935";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155931";"A048105";"CRI1122";"GM0935";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155932";"A048105";"CRI1122";"GM0935";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155933";"A048105";"CRI1122";"GM0935";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155934";"A048105";"CRI1122";"GM0935";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155935";"A048105";"CRI1122";"GM0935";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155936";"A048105";"CRI1122";"GM0935";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155937";"A048105";"CRI1122";"GM0935";"2019JJ00";"       5";"       0";"       .";"       5";"   100.0";"      10"
"155938";"A048105";"CRI1122";"GM0935";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155939";"A048105";"CRI1122";"GM0935";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155940";"A048105";"CRI1122";"GM0936";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155941";"A048105";"CRI1122";"GM0936";"2011JJ00";"";"";"";"";"";""
"155942";"A048105";"CRI1122";"GM0936";"2012JJ00";"";"";"";"";"";""
"155943";"A048105";"CRI1122";"GM0936";"2013JJ00";"";"";"";"";"";""
"155944";"A048105";"CRI1122";"GM0936";"2014JJ00";"";"";"";"";"";""
"155945";"A048105";"CRI1122";"GM0936";"2015JJ00";"";"";"";"";"";""
"155946";"A048105";"CRI1122";"GM0936";"2016JJ00";"";"";"";"";"";""
"155947";"A048105";"CRI1122";"GM0936";"2017JJ00";"";"";"";"";"";""
"155948";"A048105";"CRI1122";"GM0936";"2018JJ00";"";"";"";"";"";""
"155949";"A048105";"CRI1122";"GM0936";"2019JJ00";"";"";"";"";"";""
"155950";"A048105";"CRI1122";"GM0936";"2020JJ00";"";"";"";"";"";""
"155951";"A048105";"CRI1122";"GM0936";"2021JJ00";"";"";"";"";"";""
"155952";"A048105";"CRI1122";"GM1663";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155953";"A048105";"CRI1122";"GM1663";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155954";"A048105";"CRI1122";"GM1663";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155955";"A048105";"CRI1122";"GM1663";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155956";"A048105";"CRI1122";"GM1663";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155957";"A048105";"CRI1122";"GM1663";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155958";"A048105";"CRI1122";"GM1663";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155959";"A048105";"CRI1122";"GM1663";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155960";"A048105";"CRI1122";"GM1663";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155961";"A048105";"CRI1122";"GM1663";"2019JJ00";"";"";"";"";"";""
"155962";"A048105";"CRI1122";"GM1663";"2020JJ00";"";"";"";"";"";""
"155963";"A048105";"CRI1122";"GM1663";"2021JJ00";"";"";"";"";"";""
"155964";"A048105";"CRI1122";"GM0025";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155965";"A048105";"CRI1122";"GM0025";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155966";"A048105";"CRI1122";"GM0025";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155967";"A048105";"CRI1122";"GM0025";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155968";"A048105";"CRI1122";"GM0025";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155969";"A048105";"CRI1122";"GM0025";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155970";"A048105";"CRI1122";"GM0025";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155971";"A048105";"CRI1122";"GM0025";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155972";"A048105";"CRI1122";"GM0025";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155973";"A048105";"CRI1122";"GM0025";"2019JJ00";"";"";"";"";"";""
"155974";"A048105";"CRI1122";"GM0025";"2020JJ00";"";"";"";"";"";""
"155975";"A048105";"CRI1122";"GM0025";"2021JJ00";"";"";"";"";"";""
"155976";"A048105";"CRI1122";"GM0420";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155977";"A048105";"CRI1122";"GM0420";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155978";"A048105";"CRI1122";"GM0420";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155979";"A048105";"CRI1122";"GM0420";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155980";"A048105";"CRI1122";"GM0420";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155981";"A048105";"CRI1122";"GM0420";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155982";"A048105";"CRI1122";"GM0420";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155983";"A048105";"CRI1122";"GM0420";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155984";"A048105";"CRI1122";"GM0420";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155985";"A048105";"CRI1122";"GM0420";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155986";"A048105";"CRI1122";"GM0420";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155987";"A048105";"CRI1122";"GM0420";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155988";"A048105";"CRI1122";"GM0938";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155989";"A048105";"CRI1122";"GM0938";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155990";"A048105";"CRI1122";"GM0938";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155991";"A048105";"CRI1122";"GM0938";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155992";"A048105";"CRI1122";"GM0938";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155993";"A048105";"CRI1122";"GM0938";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155994";"A048105";"CRI1122";"GM0938";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155995";"A048105";"CRI1122";"GM0938";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155996";"A048105";"CRI1122";"GM0938";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155997";"A048105";"CRI1122";"GM0938";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155998";"A048105";"CRI1122";"GM0938";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"155999";"A048105";"CRI1122";"GM0938";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156000";"A048105";"CRI1122";"GM1948";"2010JJ00";"";"";"";"";"";""
"156001";"A048105";"CRI1122";"GM1948";"2011JJ00";"";"";"";"";"";""
"156002";"A048105";"CRI1122";"GM1948";"2012JJ00";"";"";"";"";"";""
"156003";"A048105";"CRI1122";"GM1948";"2013JJ00";"";"";"";"";"";""
"156004";"A048105";"CRI1122";"GM1948";"2014JJ00";"";"";"";"";"";""
"156005";"A048105";"CRI1122";"GM1948";"2015JJ00";"";"";"";"";"";""
"156006";"A048105";"CRI1122";"GM1948";"2016JJ00";"";"";"";"";"";""
"156007";"A048105";"CRI1122";"GM1948";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156008";"A048105";"CRI1122";"GM1948";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156009";"A048105";"CRI1122";"GM1948";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156010";"A048105";"CRI1122";"GM1948";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156011";"A048105";"CRI1122";"GM1948";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156012";"A048105";"CRI1122";"GM0083";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156013";"A048105";"CRI1122";"GM0083";"2011JJ00";"";"";"";"";"";""
"156014";"A048105";"CRI1122";"GM0083";"2012JJ00";"";"";"";"";"";""
"156015";"A048105";"CRI1122";"GM0083";"2013JJ00";"";"";"";"";"";""
"156016";"A048105";"CRI1122";"GM0083";"2014JJ00";"";"";"";"";"";""
"156017";"A048105";"CRI1122";"GM0083";"2015JJ00";"";"";"";"";"";""
"156018";"A048105";"CRI1122";"GM0083";"2016JJ00";"";"";"";"";"";""
"156019";"A048105";"CRI1122";"GM0083";"2017JJ00";"";"";"";"";"";""
"156020";"A048105";"CRI1122";"GM0083";"2018JJ00";"";"";"";"";"";""
"156021";"A048105";"CRI1122";"GM0083";"2019JJ00";"";"";"";"";"";""
"156022";"A048105";"CRI1122";"GM0083";"2020JJ00";"";"";"";"";"";""
"156023";"A048105";"CRI1122";"GM0083";"2021JJ00";"";"";"";"";"";""
"156024";"A048105";"CRI1122";"GM1908";"2010JJ00";"";"";"";"";"";""
"156025";"A048105";"CRI1122";"GM1908";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156026";"A048105";"CRI1122";"GM1908";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156027";"A048105";"CRI1122";"GM1908";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156028";"A048105";"CRI1122";"GM1908";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156029";"A048105";"CRI1122";"GM1908";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156030";"A048105";"CRI1122";"GM1908";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156031";"A048105";"CRI1122";"GM1908";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156032";"A048105";"CRI1122";"GM1908";"2018JJ00";"";"";"";"";"";""
"156033";"A048105";"CRI1122";"GM1908";"2019JJ00";"";"";"";"";"";""
"156034";"A048105";"CRI1122";"GM1908";"2020JJ00";"";"";"";"";"";""
"156035";"A048105";"CRI1122";"GM1908";"2021JJ00";"";"";"";"";"";""
"156036";"A048105";"CRI1122";"GM1987";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156037";"A048105";"CRI1122";"GM1987";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156038";"A048105";"CRI1122";"GM1987";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156039";"A048105";"CRI1122";"GM1987";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156040";"A048105";"CRI1122";"GM1987";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156041";"A048105";"CRI1122";"GM1987";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156042";"A048105";"CRI1122";"GM1987";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156043";"A048105";"CRI1122";"GM1987";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156044";"A048105";"CRI1122";"GM1987";"2018JJ00";"";"";"";"";"";""
"156045";"A048105";"CRI1122";"GM1987";"2019JJ00";"";"";"";"";"";""
"156046";"A048105";"CRI1122";"GM1987";"2020JJ00";"";"";"";"";"";""
"156047";"A048105";"CRI1122";"GM1987";"2021JJ00";"";"";"";"";"";""
"156048";"A048105";"CRI1122";"GM0119";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156049";"A048105";"CRI1122";"GM0119";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156050";"A048105";"CRI1122";"GM0119";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156051";"A048105";"CRI1122";"GM0119";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156052";"A048105";"CRI1122";"GM0119";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156053";"A048105";"CRI1122";"GM0119";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156054";"A048105";"CRI1122";"GM0119";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156055";"A048105";"CRI1122";"GM0119";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156056";"A048105";"CRI1122";"GM0119";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156057";"A048105";"CRI1122";"GM0119";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156058";"A048105";"CRI1122";"GM0119";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156059";"A048105";"CRI1122";"GM0119";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156060";"A048105";"CRI1122";"GM0687";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156061";"A048105";"CRI1122";"GM0687";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156062";"A048105";"CRI1122";"GM0687";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156063";"A048105";"CRI1122";"GM0687";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156064";"A048105";"CRI1122";"GM0687";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156065";"A048105";"CRI1122";"GM0687";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
