"ID";"GebruikVanGeweld";"SoortDiefstal";"RegioS";"Perioden";"TotaalGeregistreerdeDiefstallen_1";"GeregistreerdeDiefstallenRelatief_2";"GeregistreerdeDiefstallenPer1000Inw_3";"TotaalOpgehelderdeDiefstallen_4";"OpgehelderdeDiefstallenRelatief_5";"RegistratiesVanVerdachten_6"
"304191";"A048106";"CRI1122";"GM1676";"2013JJ00";"     145";"      14";"     4.3";"       0";"     0.0";"       0"
"304192";"A048106";"CRI1122";"GM1676";"2014JJ00";"     125";"      14";"     3.8";"       5";"     2.4";"       5"
"304193";"A048106";"CRI1122";"GM1676";"2015JJ00";"      90";"      11";"       .";"       5";"     5.7";"       5"
"304194";"A048106";"CRI1122";"GM1676";"2016JJ00";"      95";"      13";"       .";"       5";"     6.5";"       5"
"304195";"A048106";"CRI1122";"GM1676";"2017JJ00";"      70";"      13";"       .";"       5";"     9.9";"      10"
"304196";"A048106";"CRI1122";"GM1676";"2018JJ00";"      55";"      12";"       .";"       5";"     5.6";"       5"
"304197";"A048106";"CRI1122";"GM1676";"2019JJ00";"      60";"      16";"       .";"       5";"     4.9";"       5"
"304198";"A048106";"CRI1122";"GM1676";"2020JJ00";"      50";"      14";"       .";"       5";"     6.3";"       5"
"304199";"A048106";"CRI1122";"GM1676";"2021JJ00";"      55";"      17";"       .";"       0";"     0.0";"       0"
"304200";"A048106";"CRI1122";"GM0965";"2010JJ00";"      10";"       9";"       .";"       0";"     0.0";"       0"
"304201";"A048106";"CRI1122";"GM0965";"2011JJ00";"       5";"       3";"       .";"       0";"     0.0";"       0"
"304202";"A048106";"CRI1122";"GM0965";"2012JJ00";"      10";"       6";"       .";"       0";"     0.0";"       0"
"304203";"A048106";"CRI1122";"GM0965";"2013JJ00";"      10";"       6";"       .";"       0";"     0.0";"       0"
"304204";"A048106";"CRI1122";"GM0965";"2014JJ00";"      10";"       8";"       .";"       0";"     0.0";"       0"
"304205";"A048106";"CRI1122";"GM0965";"2015JJ00";"       5";"       2";"       .";"       0";"     0.0";"       0"
"304206";"A048106";"CRI1122";"GM0965";"2016JJ00";"       5";"       4";"       .";"       0";"     0.0";"       0"
"304207";"A048106";"CRI1122";"GM0965";"2017JJ00";"       5";"       3";"       .";"       0";"     0.0";"       0"
"304208";"A048106";"CRI1122";"GM0965";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"304209";"A048106";"CRI1122";"GM0965";"2019JJ00";"       5";"       5";"       .";"       0";"     0.0";"       0"
"304210";"A048106";"CRI1122";"GM0965";"2020JJ00";"       5";"       5";"       .";"       0";"     0.0";"       0"
"304211";"A048106";"CRI1122";"GM0965";"2021JJ00";"      15";"      19";"       .";"       0";"     0.0";"       0"
"304212";"A048106";"CRI1122";"GM1702";"2010JJ00";"      25";"      12";"       .";"       0";"     0.0";"       0"
"304213";"A048106";"CRI1122";"GM1702";"2011JJ00";"      25";"      13";"       .";"       0";"     0.0";"       0"
"304214";"A048106";"CRI1122";"GM1702";"2012JJ00";"      35";"      18";"       .";"       5";"    12.1";"       5"
"304215";"A048106";"CRI1122";"GM1702";"2013JJ00";"      20";"       9";"       .";"       0";"     0.0";"       0"
"304216";"A048106";"CRI1122";"GM1702";"2014JJ00";"      25";"      14";"       .";"       0";"     0.0";"       0"
"304217";"A048106";"CRI1122";"GM1702";"2015JJ00";"      10";"      10";"       .";"       0";"     0.0";"       0"
"304218";"A048106";"CRI1122";"GM1702";"2016JJ00";"      10";"       8";"       .";"       0";"     0.0";"       0"
"304219";"A048106";"CRI1122";"GM1702";"2017JJ00";"      10";"       9";"       .";"       0";"     0.0";"       0"
"304220";"A048106";"CRI1122";"GM1702";"2018JJ00";"      10";"      10";"       .";"       0";"     0.0";"       0"
"304221";"A048106";"CRI1122";"GM1702";"2019JJ00";"      20";"      16";"       .";"       5";"    20.0";"       5"
"304222";"A048106";"CRI1122";"GM1702";"2020JJ00";"       5";"       6";"       .";"       0";"     0.0";"       0"
"304223";"A048106";"CRI1122";"GM1702";"2021JJ00";"       5";"       4";"       .";"       0";"     0.0";"       0"
"304224";"A048106";"CRI1122";"GM0845";"2010JJ00";"      80";"      13";"       .";"       0";"     0.0";"       0"
"304225";"A048106";"CRI1122";"GM0845";"2011JJ00";"      80";"      13";"       .";"       0";"     0.0";"       0"
"304226";"A048106";"CRI1122";"GM0845";"2012JJ00";"      60";"      10";"       .";"       0";"     0.0";"       0"
"304227";"A048106";"CRI1122";"GM0845";"2013JJ00";"      50";"      10";"       .";"       0";"     0.0";"       0"
"304228";"A048106";"CRI1122";"GM0845";"2014JJ00";"      75";"      14";"       .";"       5";"     5.2";"       5"
"304229";"A048106";"CRI1122";"GM0845";"2015JJ00";"      55";"      12";"       .";"       0";"     0.0";"       0"
"304230";"A048106";"CRI1122";"GM0845";"2016JJ00";"      50";"      14";"       .";"       0";"     0.0";"       0"
"304231";"A048106";"CRI1122";"GM0845";"2017JJ00";"      45";"      14";"       .";"       0";"     0.0";"       0"
"304232";"A048106";"CRI1122";"GM0845";"2018JJ00";"      50";"      15";"       .";"       0";"     0.0";"       0"
"304233";"A048106";"CRI1122";"GM0845";"2019JJ00";"      35";"      11";"       .";"       0";"     0.0";"       0"
"304234";"A048106";"CRI1122";"GM0845";"2020JJ00";"      35";"      11";"       .";"       0";"     0.0";"       0"
"304235";"A048106";"CRI1122";"GM0845";"2021JJ00";"      50";"      18";"       .";"       0";"     0.0";"       0"
"304236";"A048106";"CRI1122";"GM0846";"2010JJ00";"      80";"      20";"       .";"       0";"     0.0";"       0"
"304237";"A048106";"CRI1122";"GM0846";"2011JJ00";"     115";"      20";"     6.5";"       0";"     0.0";"       5"
"304238";"A048106";"CRI1122";"GM0846";"2012JJ00";"      85";"      19";"       .";"       0";"     0.0";"       0"
"304239";"A048106";"CRI1122";"GM0846";"2013JJ00";"      85";"      15";"       .";"       5";"     3.6";"       5"
"304240";"A048106";"CRI1122";"GM0846";"2014JJ00";"     100";"      22";"     5.6";"      10";"     8.0";"      10"
"304241";"A048106";"CRI1122";"GM0846";"2015JJ00";"      60";"      21";"       .";"       0";"     0.0";"       0"
"304242";"A048106";"CRI1122";"GM0846";"2016JJ00";"      50";"      19";"       .";"       0";"     0.0";"       0"
"304243";"A048106";"CRI1122";"GM0846";"2017JJ00";"";"";"";"";"";""
"304244";"A048106";"CRI1122";"GM0846";"2018JJ00";"";"";"";"";"";""
"304245";"A048106";"CRI1122";"GM0846";"2019JJ00";"";"";"";"";"";""
"304246";"A048106";"CRI1122";"GM0846";"2020JJ00";"";"";"";"";"";""
"304247";"A048106";"CRI1122";"GM0846";"2021JJ00";"";"";"";"";"";""
"304248";"A048106";"CRI1122";"GM1883";"2010JJ00";"    1165";"      24";"    12.2";"      40";"     3.6";"      50"
"304249";"A048106";"CRI1122";"GM1883";"2011JJ00";"    1225";"      22";"    12.9";"      40";"     3.3";"      40"
"304250";"A048106";"CRI1122";"GM1883";"2012JJ00";"    1245";"      24";"    13.2";"      55";"     4.4";"      45"
"304251";"A048106";"CRI1122";"GM1883";"2013JJ00";"    1210";"      24";"    12.9";"      25";"     2.1";"      30"
"304252";"A048106";"CRI1122";"GM1883";"2014JJ00";"    1190";"      24";"    12.7";"      25";"     2.1";"      35"
"304253";"A048106";"CRI1122";"GM1883";"2015JJ00";"    1030";"      21";"    11.0";"      20";"     2.1";"      30"
"304254";"A048106";"CRI1122";"GM1883";"2016JJ00";"     830";"      21";"     8.9";"      20";"     2.4";"      20"
"304255";"A048106";"CRI1122";"GM1883";"2017JJ00";"     680";"      19";"     7.3";"      20";"     3.1";"      30"
"304256";"A048106";"CRI1122";"GM1883";"2018JJ00";"     545";"      19";"     5.8";"      10";"     2.0";"      10"
"304257";"A048106";"CRI1122";"GM1883";"2019JJ00";"     345";"      16";"     3.7";"      15";"     4.1";"      15"
"304258";"A048106";"CRI1122";"GM1883";"2020JJ00";"     215";"      11";"     2.3";"      10";"     4.7";"      15"
"304259";"A048106";"CRI1122";"GM1883";"2021JJ00";"     195";"      12";"     2.1";"      10";"     4.1";"      15"
"304260";"A048106";"CRI1122";"GM0051";"2010JJ00";"      95";"      19";"       .";"       5";"     4.3";"       5"
"304261";"A048106";"CRI1122";"GM0051";"2011JJ00";"     110";"      21";"     4.0";"       0";"     0.0";"       0"
"304262";"A048106";"CRI1122";"GM0051";"2012JJ00";"      55";"      14";"       .";"       5";"     7.3";"       5"
"304263";"A048106";"CRI1122";"GM0051";"2013JJ00";"      75";"      18";"       .";"       0";"     0.0";"       0"
"304264";"A048106";"CRI1122";"GM0051";"2014JJ00";"";"";"";"";"";""
"304265";"A048106";"CRI1122";"GM0051";"2015JJ00";"";"";"";"";"";""
"304266";"A048106";"CRI1122";"GM0051";"2016JJ00";"";"";"";"";"";""
"304267";"A048106";"CRI1122";"GM0051";"2017JJ00";"";"";"";"";"";""
"304268";"A048106";"CRI1122";"GM0051";"2018JJ00";"";"";"";"";"";""
"304269";"A048106";"CRI1122";"GM0051";"2019JJ00";"";"";"";"";"";""
"304270";"A048106";"CRI1122";"GM0051";"2020JJ00";"";"";"";"";"";""
"304271";"A048106";"CRI1122";"GM0051";"2021JJ00";"";"";"";"";"";""
"304272";"A048106";"CRI1122";"GM0610";"2010JJ00";"      65";"      12";"       .";"       0";"     0.0";"       0"
"304273";"A048106";"CRI1122";"GM0610";"2011JJ00";"      50";"       9";"       .";"       0";"     0.0";"       0"
"304274";"A048106";"CRI1122";"GM0610";"2012JJ00";"     105";"      18";"     4.3";"       5";"     3.8";"      10"
"304275";"A048106";"CRI1122";"GM0610";"2013JJ00";"      85";"      13";"       .";"       0";"     0.0";"       0"
"304276";"A048106";"CRI1122";"GM0610";"2014JJ00";"      95";"      18";"     4.0";"       5";"     4.1";"       5"
"304277";"A048106";"CRI1122";"GM0610";"2015JJ00";"      70";"      17";"       .";"       5";"     4.2";"       5"
"304278";"A048106";"CRI1122";"GM0610";"2016JJ00";"      65";"      16";"       .";"       0";"     0.0";"       0"
"304279";"A048106";"CRI1122";"GM0610";"2017JJ00";"      60";"      20";"       .";"       0";"     0.0";"       0"
"304280";"A048106";"CRI1122";"GM0610";"2018JJ00";"      45";"      17";"       .";"       5";"     6.4";"       5"
"304281";"A048106";"CRI1122";"GM0610";"2019JJ00";"      30";"      12";"       .";"       0";"     0.0";"       0"
"304282";"A048106";"CRI1122";"GM0610";"2020JJ00";"      35";"      14";"       .";"       0";"     0.0";"       0"
"304283";"A048106";"CRI1122";"GM0610";"2021JJ00";"      25";"      13";"       .";"       0";"     0.0";"       0"
"304284";"A048106";"CRI1122";"GM0040";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"304285";"A048106";"CRI1122";"GM0040";"2011JJ00";"      15";"       7";"       .";"       0";"     0.0";"       0"
"304286";"A048106";"CRI1122";"GM0040";"2012JJ00";"      15";"       9";"       .";"       0";"     0.0";"       0"
"304287";"A048106";"CRI1122";"GM0040";"2013JJ00";"      30";"      15";"       .";"       0";"     0.0";"       0"
"304288";"A048106";"CRI1122";"GM0040";"2014JJ00";"      10";"       5";"       .";"       0";"     0.0";"       0"
"304289";"A048106";"CRI1122";"GM0040";"2015JJ00";"      10";"       8";"       .";"       0";"     0.0";"       0"
"304290";"A048106";"CRI1122";"GM0040";"2016JJ00";"      10";"       8";"       .";"       0";"     0.0";"       0"
"304291";"A048106";"CRI1122";"GM0040";"2017JJ00";"       5";"       6";"       .";"       0";"     0.0";"       0"
"304292";"A048106";"CRI1122";"GM0040";"2018JJ00";"";"";"";"";"";""
"304293";"A048106";"CRI1122";"GM0040";"2019JJ00";"";"";"";"";"";""
"304294";"A048106";"CRI1122";"GM0040";"2020JJ00";"";"";"";"";"";""
"304295";"A048106";"CRI1122";"GM0040";"2021JJ00";"";"";"";"";"";""
"304296";"A048106";"CRI1122";"GM1714";"2010JJ00";"      55";"      11";"       .";"       0";"     0.0";"       0"
"304297";"A048106";"CRI1122";"GM1714";"2011JJ00";"      60";"      10";"       .";"       5";"     6.7";"       5"
"304298";"A048106";"CRI1122";"GM1714";"2012JJ00";"      50";"       9";"       .";"       0";"     0.0";"       0"
"304299";"A048106";"CRI1122";"GM1714";"2013JJ00";"      40";"       8";"       .";"       0";"     0.0";"       0"
"304300";"A048106";"CRI1122";"GM1714";"2014JJ00";"      40";"      10";"       .";"       0";"     0.0";"       0"
"304301";"A048106";"CRI1122";"GM1714";"2015JJ00";"      35";"      11";"       .";"       0";"     0.0";"       0"
"304302";"A048106";"CRI1122";"GM1714";"2016JJ00";"      30";"      10";"       .";"       0";"     0.0";"       0"
"304303";"A048106";"CRI1122";"GM1714";"2017JJ00";"      20";"       7";"       .";"       0";"     0.0";"       0"
"304304";"A048106";"CRI1122";"GM1714";"2018JJ00";"      15";"       5";"       .";"       0";"     0.0";"       5"
"304305";"A048106";"CRI1122";"GM1714";"2019JJ00";"      10";"       4";"       .";"       0";"     0.0";"       0"
"304306";"A048106";"CRI1122";"GM1714";"2020JJ00";"      25";"      12";"       .";"       0";"     0.0";"       5"
"304307";"A048106";"CRI1122";"GM1714";"2021JJ00";"      10";"       6";"       .";"       0";"     0.0";"       0"
"304308";"A048106";"CRI1122";"GM0090";"2010JJ00";"     460";"      35";"     8.3";"      35";"     8.1";"      40"
"304309";"A048106";"CRI1122";"GM0090";"2011JJ00";"     425";"      30";"     7.6";"      15";"     4.0";"      45"
"304310";"A048106";"CRI1122";"GM0090";"2012JJ00";"     495";"      36";"     8.9";"      25";"     5.1";"      30"
"304311";"A048106";"CRI1122";"GM0090";"2013JJ00";"     625";"      41";"    11.2";"      25";"     4.3";"      45"
"304312";"A048106";"CRI1122";"GM0090";"2014JJ00";"     675";"      45";"    12.1";"      20";"     3.0";"      25"
"304313";"A048106";"CRI1122";"GM0090";"2015JJ00";"     490";"      39";"     8.8";"      25";"     5.5";"      30"
"304314";"A048106";"CRI1122";"GM0090";"2016JJ00";"     245";"      25";"     4.4";"      20";"     7.3";"      25"
"304315";"A048106";"CRI1122";"GM0090";"2017JJ00";"     225";"      24";"     4.1";"      25";"    11.1";"      30"
"304316";"A048106";"CRI1122";"GM0090";"2018JJ00";"     235";"      24";"     4.2";"      25";"    10.7";"      35"
"304317";"A048106";"CRI1122";"GM0090";"2019JJ00";"     200";"      22";"     3.5";"      25";"    12.6";"      30"
"304318";"A048106";"CRI1122";"GM0090";"2020JJ00";"     170";"      20";"     3.1";"      15";"     9.9";"      25"
"304319";"A048106";"CRI1122";"GM0090";"2021JJ00";"     180";"      24";"     3.2";"      15";"     9.6";"      25"
"304320";"A048106";"CRI1122";"GM0091";"2010JJ00";"     225";"      21";"     6.7";"      15";"     7.1";"      20"
"304321";"A048106";"CRI1122";"GM0091";"2011JJ00";"";"";"";"";"";""
"304322";"A048106";"CRI1122";"GM0091";"2012JJ00";"";"";"";"";"";""
"304323";"A048106";"CRI1122";"GM0091";"2013JJ00";"";"";"";"";"";""
"304324";"A048106";"CRI1122";"GM0091";"2014JJ00";"";"";"";"";"";""
"304325";"A048106";"CRI1122";"GM0091";"2015JJ00";"";"";"";"";"";""
"304326";"A048106";"CRI1122";"GM0091";"2016JJ00";"";"";"";"";"";""
"304327";"A048106";"CRI1122";"GM0091";"2017JJ00";"";"";"";"";"";""
"304328";"A048106";"CRI1122";"GM0091";"2018JJ00";"";"";"";"";"";""
"304329";"A048106";"CRI1122";"GM0091";"2019JJ00";"";"";"";"";"";""
"304330";"A048106";"CRI1122";"GM0091";"2020JJ00";"";"";"";"";"";""
"304331";"A048106";"CRI1122";"GM0091";"2021JJ00";"";"";"";"";"";""
"304332";"A048106";"CRI1122";"GM0342";"2010JJ00";"     145";"      12";"     3.2";"       5";"     3.4";"       5"
"304333";"A048106";"CRI1122";"GM0342";"2011JJ00";"     145";"      12";"     3.1";"       5";"     3.5";"       5"
"304334";"A048106";"CRI1122";"GM0342";"2012JJ00";"     150";"      12";"     3.3";"       0";"     0.0";"       0"
"304335";"A048106";"CRI1122";"GM0342";"2013JJ00";"     155";"      14";"     3.4";"       5";"     2.6";"       5"
"304336";"A048106";"CRI1122";"GM0342";"2014JJ00";"     175";"      15";"     3.9";"       0";"     0.0";"       0"
"304337";"A048106";"CRI1122";"GM0342";"2015JJ00";"     165";"      14";"     3.6";"      10";"     7.4";"      15"
"304338";"A048106";"CRI1122";"GM0342";"2016JJ00";"     140";"      15";"     3.1";"       5";"     2.8";"       5"
"304339";"A048106";"CRI1122";"GM0342";"2017JJ00";"     110";"      13";"     2.4";"       5";"     2.8";"       5"
"304340";"A048106";"CRI1122";"GM0342";"2018JJ00";"      65";"       9";"       .";"       0";"     0.0";"       5"
"304341";"A048106";"CRI1122";"GM0342";"2019JJ00";"     110";"      18";"     2.4";"       0";"     0.0";"       0"
"304342";"A048106";"CRI1122";"GM0342";"2020JJ00";"     155";"      24";"     3.3";"       0";"     0.0";"       5"
"304343";"A048106";"CRI1122";"GM0342";"2021JJ00";"     125";"      25";"     2.6";"       5";"     2.4";"       5"
"304344";"A048106";"CRI1122";"GM0847";"2010JJ00";"      75";"      18";"       .";"       0";"     0.0";"       0"
"304345";"A048106";"CRI1122";"GM0847";"2011JJ00";"      60";"      16";"       .";"       0";"     0.0";"       5"
"304346";"A048106";"CRI1122";"GM0847";"2012JJ00";"      65";"      16";"       .";"       0";"     0.0";"       0"
"304347";"A048106";"CRI1122";"GM0847";"2013JJ00";"      90";"      17";"       .";"       0";"     0.0";"       0"
"304348";"A048106";"CRI1122";"GM0847";"2014JJ00";"      80";"      18";"       .";"      10";"    10.0";"      15"
"304349";"A048106";"CRI1122";"GM0847";"2015JJ00";"      40";"      12";"       .";"       0";"     0.0";"       0"
"304350";"A048106";"CRI1122";"GM0847";"2016JJ00";"      40";"      13";"       .";"       0";"     0.0";"       0"
"304351";"A048106";"CRI1122";"GM0847";"2017JJ00";"      30";"      12";"       .";"       0";"     0.0";"       0"
"304352";"A048106";"CRI1122";"GM0847";"2018JJ00";"      25";"      13";"       .";"       0";"     0.0";"       0"
"304353";"A048106";"CRI1122";"GM0847";"2019JJ00";"      45";"      19";"       .";"       0";"     0.0";"       0"
"304354";"A048106";"CRI1122";"GM0847";"2020JJ00";"      40";"      18";"       .";"       0";"     0.0";"       5"
"304355";"A048106";"CRI1122";"GM0847";"2021JJ00";"      50";"      23";"       .";"       0";"     0.0";"       0"
"304356";"A048106";"CRI1122";"GM0848";"2010JJ00";"      60";"      12";"       .";"       0";"     0.0";"       0"
"304357";"A048106";"CRI1122";"GM0848";"2011JJ00";"      65";"      11";"       .";"       0";"     0.0";"       0"
"304358";"A048106";"CRI1122";"GM0848";"2012JJ00";"      90";"      16";"       .";"       0";"     0.0";"       0"
"304359";"A048106";"CRI1122";"GM0848";"2013JJ00";"      75";"      15";"       .";"       5";"     5.3";"       5"
"304360";"A048106";"CRI1122";"GM0848";"2014JJ00";"      55";"      14";"       .";"       0";"     0.0";"       0"
"304361";"A048106";"CRI1122";"GM0848";"2015JJ00";"      45";"      11";"       .";"       0";"     0.0";"       5"
"304362";"A048106";"CRI1122";"GM0848";"2016JJ00";"      45";"      11";"       .";"       0";"     0.0";"       0"
